posicao_ranking,Artista,Musica,Observacao,prob_aparecer,prob_posicao_exata,posicao_prevista,forca_musica,dropout_score,streak_anos
70,AC/DC,Thunderstruck,,0.789887730725896,0.18040003159571016,157.44594760525376,0.8400000000000001,0.0,13
71,Ramones,Poison Heart,,0.7660115406365672,0.17494702190971112,134.55414264101998,0.9199999999999999,0.0,13
72,Survivor,Eye of the Tiger,,0.7998298112332107,0.1826706728120238,168.4104263685459,0.8999999999999999,0.0,5
73,Dire Straits,Money for Nothing,,0.8149244668606482,0.18611809482681269,184.8683607243681,0.8200000000000001,0.0,1
74,Grand Funk Railroad,We're an American Band,,0.8245424307332604,0.1883147120408959,196.97027222016715,0.94,0.0,5
75,The Animals,The House of the Rising Sun,,0.7780733421693157,0.17770177969738982,152.16681234164093,0.88,0.0,4
76,Queen,Love of My Life,,0.8107182833491612,0.18515745749969242,184.88657761913916,0.9199999999999999,0.0,8
77,Stone Temple Pilots,Plush,,0.8315803357078722,0.18992207753145846,207.0847424652706,0.8999999999999999,0.0,9
78,Aerosmith,Crazy,,0.8249688102484031,0.18841209154814917,203.85628298852356,0.8400000000000001,0.0,12
79,Janis Joplin,Mercedes Benz,,0.7742067671080657,0.17681870450064552,156.6359779460969,0.96,0.0,7
80,Bad Religion,American Jesus,,0.8170064284012468,0.18659358762546635,202.83489625055728,0.8400000000000001,0.0,15
81,Van Halen,Jump,,0.7743704185108156,0.17685608034163958,167.69999277518235,0.8200000000000001,0.0,1
82,Led Zeppelin,Immigrant Song,,0.7983830694852938,0.18234025590987088,194.19718736885133,0.8999999999999999,0.0,17
83,The Smiths,Ask,,0.8065723489602474,0.18421058028453874,202.8046921146228,0.8999999999999999,0.0,9
84,Oasis,Wonderwall,,0.7633122273788915,0.17433053404943774,160.1687515279427,0.7999999999999999,0.0,3
85,Iggy Pop,Candy,featuring Kate Pierson,0.8211480876050816,0.18753948844423693,218.68921010733462,0.8799999999999999,0.0,8
86,Led Zeppelin,Black Dog,,0.8017056778677423,0.1830990962283843,199.39453810319068,0.8,0.0,1
87,Pink Floyd,Time,,0.7803366958146749,0.17821870008145482,180.13569210408505,0.8,0.0,1
88,The Who,Pinball Wizard,,0.7874592671918798,0.1798454022715365,193.12763284382888,0.74,0.0,1
89,Deep Purple,Burn,,0.7144609804941108,0.1631735478871062,122.86387093641184,0.71,0.024,0
90,Iron Maiden,The Trooper,,0.759841991265875,0.1735379774871812,170.27122546779,0.7,0.0,8
91,Creedence Clearwater Revival,Have You Ever Seen the Rain?,,0.7944893792034474,0.1814509879512162,213.2155584562812,0.75,0.008000000000000007,0
92,The Police,Roxanne,,0.7992347783195154,0.18253477507332558,219.4608264548141,0.7,0.0,1
93,Queensrÿche,Silent Lucidity,,0.7926279336617319,0.18102585812392977,214.93748032613567,0.86,0.0,4
94,Queen,Radio Ga Ga,,0.7738369466113542,0.17673424233381305,199.01909458343104,0.8799999999999999,0.0,9
95,Queen and David Bowie,Under Pressure,,0.7930481193708403,0.18112182304685567,218.63679502399734,0.94,0.0,19
96,Pearl Jam,Alive,,0.7470414002922956,0.17061448984931732,176.33154624168935,0.74,0.0,1
97,The Cure,Friday I'm in Love,,0.7612530248804211,0.17386023911848011,191.81781092238475,0.7,0.0,1
98,Black Sabbath,Heaven and Hell,,0.7194392322324092,0.1643105155040802,153.124064480999,0.64,0.0,1
99,David Bowie,Starman,,0.7460998437375208,0.17039945064105613,180.01660323063504,0.74,0.0,1
100,Led Zeppelin,Whole Lotta Love,,0.7579566128058913,0.1731073816942343,192.87544496311574,0.78,0.0,1
101,Queen,Don't Stop Me Now,,0.7602085715254673,0.17362169962621485,196.01386441553166,0.78,0.0,4
102,Elvis Presley,Suspicious Minds,,0.6929428181374738,0.15825908090905663,133.88022489199938,0.63,0.05600000000000001,0
103,The Cure,Boys Don't Cry,,0.6976792039050769,0.15934080950020696,140.50898511274542,0.98,0.0,15
104,U2,One,,0.72890634562718,0.16647268044107363,172.39980703198395,0.8799999999999999,0.0,12
105,Bob Dylan,Like a Rolling Stone,,0.6965632608084037,0.15908594268550935,141.14206323235646,0.78,0.0,2
106,Black Sabbath,N.I.B.,,0.7141744335179235,0.16310810430373732,159.31013674470736,0.74,0.0,1
107,R.E.M.,Losing My Religion,,0.7546183836771545,0.17234497380147668,202.67391050325057,0.74,0.0,1
108,Ozzy Osbourne,"Mama, I'm Coming Home",,0.7751674612692651,0.17703811448803058,223.962488509655,0.74,0.0,1
109,Echo & the Bunnymen,The Killing Moon,,0.7520045766320456,0.17174801444234167,209.50231272149136,0.8999999999999999,0.0,11
110,The Who,Behind Blue Eyes,,0.7452803391781911,0.17021228651298437,203.71165831275695,0.7,0.0,1
111,Aerosmith,I Don't Want to Miss a Thing,,0.7328154761310696,0.1673654747445949,191.6617104350705,0.66,0.0,1
112,The Beatles,Yesterday,,0.687049134517291,0.15691304061758507,148.38666566436862,0.8799999999999999,0.0,5
113,The Who,My Generation,,0.6937827942886389,0.1584509204810811,155.35415196653346,0.86,0.0,3
114,Van Halen,Panama,,0.7482317596007779,0.1708863523539585,214.39882746934185,0.8,0.0,1
115,Rush,The Spirit of Radio,,0.7100073535718379,0.16215639771975876,179.955446550735,0.75,0.008000000000000007,0
116,AC/DC,You Shook Me All Night Long,,0.6967026190455575,0.15911777028506272,169.60286720634562,0.63,0.05600000000000001,0
117,Led Zeppelin,All My Love,,0.690875439975024,0.1577869187633255,164.62347833518558,0.74,0.0,1
118,Big Brother and the Holding Company,Piece of My Heart,,0.7341070166431551,0.16766044571341002,212.6100420997812,0.74,0.0,1
119,The Beatles,Let It Be,,0.6726813324124723,0.15363162244529843,151.3547224844873,0.78,0.0,2
120,Kiss,Forever,,0.7364096814941291,0.16818634426292703,215.95693771006867,0.76,0.0,3
121,Dio,Holy Diver,,0.6730783723114336,0.15372230116776897,153.2620441477913,0.74,0.0,1
122,The Doors,Break On Through,,0.7724596038242526,0.17641967524706653,256.67725783586565,0.7,0.0,2
123,Joan Jett & the Blackhearts,I Love Rock 'n' Roll,,0.7440052876647976,0.16992108141591195,231.81814471057154,0.74,0.0,2
124,The Outfield,Your Love,,0.80546800316335,0.18395836214149985,299.2441068334945,0.7,0.0,1
125,Lynyrd Skynyrd,Sweet Home Alabama,,0.7429921676129808,0.1696896980404669,238.9191782700241,0.8200000000000001,0.0,1
126,Bad Company,Bad Company,,0.7319785685748477,0.16717433599954012,227.99958996389728,0.67,0.039999999999999994,0
127,Boston,More Than a Feeling,,0.744158468501762,0.16995606591656098,240.37975381877314,0.88,0.0,4
128,The Beatles,A Hard Day's Night,,0.7209212838497874,0.16464899671881664,218.04115786192406,0.6100000000000001,0.06399999999999999,0
129,Foo Fighters,My Hero,,0.7608562096621178,0.1737696117101346,260.10334705697323,0.6799999999999999,0.0,9
130,Europe,The Final Countdown,,0.6968942598304181,0.1591615385350292,203.6321947333416,0.76,0.0,1
131,Twisted Sister,I Wanna Rock,,0.6874736173674949,0.15700998695136117,197.4337590317142,0.72,0.0,1
132,Queen,We Will Rock You,,0.6762995676444334,0.15445798007154823,187.53072845736054,0.76,0.0,1
133,Neil Young,Rockin' in the Free World,,0.7302615175702195,0.166782183996873,241.93645976952158,0.82,0.0,3
134,Scorpions,Rock You Like a Hurricane,,0.733158137652988,0.16744373415663047,246.17341031726525,0.72,0.0,1
135,Joy Division,Love Will Tear Us Apart,,0.7286063359922593,0.16640416216244563,242.24373167674017,0.74,0.0,2
136,Rush,Nobody's Hero,,0.7575924787383241,0.17302421823348044,272.7759505203257,0.78,0.0,6
137,The Smiths,Heaven Knows I'm Miserable Now,,0.7092060467036793,0.16197338970645433,226.93573894762542,0.4,0.0,1
138,Ramones,Blitzkreig Bop,,0.6947099231995316,0.15866266460409034,213.6103977222621,0.76,0.0,3
139,The Cult,She Sells Sanctuary,,0.6586831490911029,0.15043462037117217,178.55489878421227,0.68,0.0,1
140,George Harrison,My Sweet Lord,,0.7452101671516644,0.17019626013947567,265.12719115650685,0.8,0.0,4
141,Iron Maiden,Wasting Love,,0.6460716489800845,0.1475543186143564,167.18368845057165,0.72,0.0,2
142,America,A Horse with No Name,,0.7146481102347358,0.16321628587354162,237.8675963331825,0.66,0.0,1
143,Ozzy Osbourne,Crazy Train,,0.6326119346494865,0.1444802958183855,156.3805920176568,0.72,0.0,1
144,Guns N' Roses,Paradise City,,0.7312672278227259,0.1670118750710229,255.58645301546,0.6799999999999999,0.0,2
145,Eric Clapton,I Shot the Sheriff,,0.6617312121291931,0.1511307581221306,187.38675839360712,0.66,0.0,1
146,Foo Fighters,Everlong,,0.7180725580834448,0.1639983849948145,244.11477397312433,0.7,0.0,9
147,Queen,Somebody to Love,,0.6471720895438412,0.14780564485319855,175.99639216562548,0.78,0.0,1
148,U2,With or Without You,,0.6960137752569295,0.15896044736890752,227.38363501953336,0.76,0.0,1
149,John Lennon,Imagine,,0.6461056039923684,0.14756207349527245,180.65631215456762,0.7,0.0,1
150,Creedence Clearwater Revival,Who'll Stop the Rain,,0.7153103014822364,0.16336752169772858,254.621674343866,0.8,0.0,4
151,Pearl Jam,Jeremy,,0.64015145484162,0.1462022236670779,179.91169136634707,0.72,0.0,1
152,The Doors,Roadhouse Blues,,0.6147900346291538,0.1404100068371793,157.95420173040932,0.67,0.039999999999999994,0
153,U2,Pride (In the Name of Love),,0.6695205630567183,0.15290974404478097,215.66654763365,0.8999999999999999,0.0,12
154,Metallica,Master of Puppets,,0.579043357801362,0.13224593316148234,127.90679803597486,0.45999999999999996,0.0,1
155,Limp Bizkit,Take a Look Around,,0.7493178329908905,0.17113439731816055,299.6697720964628,0.54,0.0,3
156,Faith No More,Epic,,0.6285794851742359,0.14355933707393864,179.92103090260062,0.68,0.0,1
157,Foo Fighters,Best of You,,0.7070400130777461,0.16147869594257397,258.9080748002493,0.48,0.0,1
158,Aerosmith,Walk This Way,,0.6984170975703291,0.1595093347669603,250.8531344033758,0.6100000000000001,0.06399999999999999,0
159,Franz Ferdinand,Take Me Out,,0.740586448645706,0.16914026327800014,294.58291571068656,0.56,0.0,3
160,Talking Heads,Psycho Killer,,0.6113919636412865,0.13963393184610126,166.87072672507458,0.76,0.0,1
161,Alice Cooper,Poison,,0.6427943245066521,0.14680582054867145,200.83071873548917,0.66,0.0,1
162,Ramones,I Wanna Be Sedated,,0.6932589668299926,0.15833128513745617,255.60526032291392,0.74,0.0,2
163,Midnight Oil,Beds Are Burning,,0.6433338072820128,0.14692903136197397,206.20102786248094,0.71,0.024,0
164,U2,I Still Haven't Found What I'm Looking For,,0.6104840552275604,0.13942657743337775,173.48509762680857,0.7000000000000001,0.0,3
165,The Guess Who,No Time,,0.6782770249216934,0.1549096054626263,242.0757621442767,0.56,0.144,0
166,Nazareth,Love Hurts,,0.6754666030983815,0.1542677418584698,239.32029804150162,0.7,0.0,1
167,Deep Purple,Black Night,,0.651515635864445,0.14879765405019452,216.13940631182768,0.55,0.19199999999999998,0
168,Greta Van Fleet,Highway Tune,,0.721688512855454,0.16482422179382344,289.7487912514852,0.64,0.0,7
169,Iron Maiden,Wasted Years,,0.6060011921427585,0.1384027501087093,174.87553523912837,0.63,0.05600000000000001,0
170,Cream,Sunshine of Your Love,,0.681538943556435,0.15565458503615284,251.58231461997485,0.63,0.05600000000000001,0
171,Led Zeppelin,Going to California,,0.6704817349155939,0.15312926313207043,241.1031987945671,0.53,0.216,0
172,Kiss,Love Gun,,0.6375882517637249,0.1456168215925153,219.19012284851698,0.72,0.0,2
173,Rush,Closer to the Heart,,0.6676066685292575,0.15247263555480925,250.94881644833856,0.72,0.0,2
174,Peter Gabriel,Sledgehammer,,0.6648006738598548,0.15183178305472997,250.45826855840704,0.8200000000000001,0.0,6
175,Ozzy Osbourne,Mr. Crowley,,0.5821989447593662,0.13296662797010259,169.11255318927928,0.62,0.096,0
176,The Clash,London Calling,,0.6894039701767403,0.15745085429773548,276.4500635915328,0.78,0.0,1
177,Grand Funk Railroad,The Loco-Motion,,0.7069370641862581,0.16145518376159593,295.4024182263603,0.68,0.0,1
178,Duran Duran,Notorious,,0.7141671748535192,0.16310644651967895,303.4641080865804,0.46,0.0,2
179,Kiss,I Was Made for Lovin' You,,0.6295448843563076,0.14377982162658282,219.59846797871597,0.7799999999999999,0.0,3
180,Radiohead,Creep,,0.6486165409331883,0.1481355386673957,239.4921343931562,0.6600000000000001,0.0,2
181,Queen,Another One Bites the Dust,,0.5891054145829909,0.13454397539041474,180.98275678000624,0.7799999999999999,0.0,3
182,Echo & the Bunnymen,Lips Like Sugar,,0.7068200483639523,0.16142845887751428,299.47561585533623,0.8599999999999999,0.0,5
183,The Kinks,You Really Got Me,,0.6953980283679894,0.15881981882905455,290.3080507264806,0.94,0.0,6
184,Whitesnake,Here I Go Again,,0.6101379484228052,0.13934753116378198,206.30023028996072,0.64,0.07999999999999999,0
185,Deep Purple,Highway Star,,0.5894059130569208,0.1346126053134819,187.6628022130403,0.9,0.0,4
186,Men at Work,Down Under,,0.6387072695879994,0.14587239063480156,238.91616664376485,0.82,0.0,3
187,Skid Row,18 and Life,,0.6668113639053689,0.15229099837562954,269.15989557159867,0.8,0.0,12
188,Kings of Leon,Sex on Fire,,0.6556872514131458,0.14975039650651698,258.1193010435478,0.72,0.0,9
189,Frank Zappa,Bobby Brown,,0.5763950799604023,0.13164110112320737,179.46451324751175,0.7,0.0,1
190,Twisted Sister,We're Not Gonna Take It,,0.573891086564283,0.13106922176592167,178.63228933260302,0.71,0.024,0
191,Thin Lizzy,Whiskey in the Jar,,0.6781251904189677,0.15487492844711695,284.2945883441089,0.68,0.0,3
192,Coldplay,Viva la Vida,,0.6899381590207075,0.1575728560463146,297.5032502420856,0.56,0.0,3
193,Rush,Fly by Night,,0.5782206348460953,0.13205803399385224,187.24298471413206,0.69,0.03200000000000001,0
194,Dire Straits,Brothers in Arms,,0.6563697738747922,0.1499062757142275,265.97053648925475,0.55,0.19199999999999998,0
195,Elvis Presley,A Little Less Conversation,,0.594276627800508,0.13572501288668137,204.26923886349346,0.9199999999999999,0.0,5
196,The Cult,Revolution,,0.5883977444419128,0.13438235278147448,202.46472685971003,0.72,0.0,1
197,Rainbow,Stargazer,,0.6070034087068018,0.1386316432700868,222.37448027009563,0.44,0.24,0
198,Chuck Berry,Johnny B. Goode,,0.5844550269343437,0.1334818876453914,200.62581040033496,0.8400000000000001,0.0,2
199,Bachman–Turner Overdrive,Hey You,,0.6796284531969758,0.15521825401365047,296.04791039886504,0.6799999999999999,0.0,2
200,The Jimi Hendrix Experience,Purple Haze,,0.6217405466240826,0.14199741291365958,238.3543689676166,0.72,0.0,1
201,Black Sabbath,Changes,,0.5803444627417272,0.13254308852068195,197.2691753413627,0.72,0.0,1
202,Derek and the Dominos,Layla,,0.5740500436050693,0.13110552547601204,191.0379604453869,0.7,0.0,1
203,Joe Cocker,With a Little Help from My Friends,,0.6050349772836412,0.13818207926609116,222.58019228120583,0.8,0.0,4
204,The Black Crowes,Remedy,,0.5858153472957197,0.1337925670326342,204.98899509832557,0.7000000000000001,0.0,3
205,Guns N' Roses,November Rain,,0.6201573840098575,0.14163583926905457,240.0539043426328,0.55,0.19199999999999998,0
206,Rush,Time Stand Still,,0.6428239379781046,0.14681258387841803,264.83690952933483,0.8,0.0,2
207,The Who,Who Are You,,0.5315115662320568,0.12139029334413348,154.56712897068542,0.59,0.144,0
208,The Rolling Stones,Jumpin' Jack Flash,,0.6398324136814281,0.1461293588368747,265.02390029160335,0.66,0.0,1
209,The Clash,Should I Stay or Should I Go,,0.6414059110106074,0.1464887250567283,267.831093076968,0.6600000000000001,0.0,2
210,Deep Purple,Hush,,0.619919885869369,0.14158159779855004,248.71059694467968,0.76,0.0,3
211,The Doors,L.A. Woman,,0.5351321807540556,0.12221719436912373,166.79716072656785,0.63,0.05600000000000001,0
212,The Doors,Love Me Two Times,,0.5798912486117367,0.13243958033820294,212.39700743543068,0.6599999999999999,0.06400000000000002,0
213,Genesis,Mama,,0.5343741549074021,0.12204407117532381,173.67972966173838,1.0,0.0,25
214,Roy Orbison and the Candy Men,"Oh, Pretty Woman",,0.5990283276720336,0.13681023901896827,238.8014874996675,0.8799999999999999,0.0,5
215,Mr. Big,Wild World,,0.6633759645353436,0.15150639807005586,303.5033374776669,0.6000000000000001,0.0,4
216,The Bolshoi,Sunday Morning,,0.6198964869535152,0.14157625379206007,260.8814373838328,0.84,0.0,4
217,The Offspring,Come Out and Play,,0.6114592755844708,0.13964930501396405,255.6539482638655,0.5,0.0,2
218,Pearl Jam,Even Flow,,0.6072555631227401,0.13868923204230443,251.48688247760896,0.66,0.0,1
219,Iron Maiden,Can I Play with Madness,,0.580334758777172,0.13254087226203623,224.99382340156143,0.52,0.0,1
220,The Who,Won't Get Fooled Again,,0.580619960331023,0.13260600856853208,230.3051668140446,0.7,0.0,1
221,Led Zeppelin,D'yer Mak'er,,0.532510124502561,0.12161835099909106,187.7146320058287,0.76,0.0,1
222,The Rolling Stones,Miss You,,0.5721061290634517,0.13066156080725475,227.6802236107551,0.66,0.0,1
223,The Police,Every Breath You Take,,0.5574688936221793,0.1273186075831899,213.78386783784973,0.72,0.0,1
224,Rainbow,Long Live Rock 'n' Roll,,0.5650346928234223,0.1290465372140208,221.99239301875141,0.65,0.048,0
225,Yes,Roundabout,,0.5099458672845688,0.11646496963017336,168.56658932254695,0.5800000000000001,0.12799999999999997,0
226,ZZ Top,Gimme All Your Lovin',,0.6122345124676765,0.13982635898351484,274.12233911641897,0.6799999999999999,0.0,2
227,Uriah Heep,Easy Livin',,0.6366279341260123,0.1453974975981724,299.65284441270217,0.8,0.0,5
228,The Doobie Brothers,Listen to the Music,,0.6129215523446612,0.139983269909833,277.5632034544846,0.7999999999999999,0.0,3
229,Scorpions,Wind of Change,,0.558003294033038,0.12744065765088128,227.00860817617922,0.68,0.0,1
230,Red Hot Chili Peppers,By the Way,,0.5306796177930682,0.12120028719662487,199.7897355644423,0.5800000000000001,0.0,1
231,Lynyrd Skynyrd,That Smell,,0.5733959653369576,0.13095614255025753,243.6123551060899,0.56,0.0,1
232,The Beatles,Come Together,,0.5593119290909095,0.12773953279047906,230.28372359078963,0.78,0.0,1
233,Alice Cooper,School's Out,,0.5465299014771182,0.12482028478131436,217.50253413554543,0.5900000000000001,0.072,0
234,Bon Jovi,You Give Love a Bad Name,,0.5875488276309745,0.1341884712796379,258.73918089262696,0.74,0.0,8
235,Dream Theater,Another Day,,0.6195436970308,0.14149568118568984,291.09734063223783,0.58,0.0,3
236,Metallica,Mama Said,,0.6285151626348802,0.1435446466468302,300.71902775132025,0.5800000000000001,0.0,4
237,Arctic Monkeys,Fluorescent Adolescent,,0.6150115366342119,0.14046059499946695,289.66721807526994,0.52,0.0,2
238,Heart,Barracuda,,0.6163661685061271,0.1407699752100818,293.12077144989564,0.72,0.0,3
239,Rammstein,Amerika,,0.5654997974994583,0.129152761041773,243.86350019787236,0.46,0.0,2
240,The White Stripes,Seven Nation Army,,0.6013409898357703,0.1373384208240267,280.8925759266534,0.52,0.0,3
241,Van Halen,Can't Stop Lovin' You,,0.5707125743925422,0.1303432911381824,252.8699425349052,0.66,0.0,1
242,Asia,Heat of the Moment,,0.6153275700572541,0.14053277290182495,299.0396911598397,0.68,0.0,1
243,Lynyrd Skynyrd,Free Bird,,0.5869612155253869,0.1340542683565002,270.79980839441714,0.68,0.0,1
244,Queen,Crazy Little Thing Called Love,,0.567590657402614,0.12963028611010752,252.59366392948195,0.66,0.0,1
245,Kiss,I Love It Loud,,0.4978246750846075,0.1136966477905099,183.87829382991066,0.65,0.048,0
246,Guns N' Roses,Patience,,0.5064465895032066,0.11566578033052469,192.56518577880897,0.6100000000000001,0.06399999999999999,0
247,Aerosmith,Janie's Got a Gun,,0.5685187362251516,0.12984224718051843,254.82972958513062,0.54,0.16000000000000003,0
248,The Cult,Edie (Ciao Baby),,0.5493678039004628,0.12546842459526794,240.60175561943356,0.55,0.088,0
