ID_Musica,Artista,Musica,Genero,Pais,prob_aparicao_raw,prob_aparicao,posicao_prevista,posicao_min,posicao_max,num_aparicoes_historicas,melhor_posicao_historica,posicao_media_historica,apareceu_ano_anterior,posicao_ano_anterior,frequencia_aparicao,streak_anos,anos_desde_primeira,aparicao_unica,forca_musica,anos_desde_ultima
Led Zeppelin|||Dancing Days|||NONE,Led Zeppelin,Dancing Days,Hard rock,Reino Unido,0.6531529098474916,0.6531529098474916,286,136,436,10,95,282.1,0,,0.4166666666666667,0,23,0,4,2
Asia|||Heat of the Moment|||NONE,Asia,Heat of the Moment,Rock progressivo,Reino Unido,0.5219917682265263,0.6522809135758674,224,74,374,17,74,280.0,1,442.0,0.68,1,24,0,6,0
The Doors|||Riders on the Storm|||NONE,The Doors,Riders on the Storm,Rock psicodélico,Estados Unidos,0.5332278136936696,0.6522442617100968,247,97,397,14,54,202.35714285714286,1,372.0,0.56,1,24,0,6,0
The Rolling Stones|||Jumpin' Jack Flash|||NONE,The Rolling Stones,Jumpin' Jack Flash,Rock,Reino Unido,0.5253845633510116,0.6518971662059353,189,39,339,16,4,215.9375,1,323.0,0.64,1,24,0,6,0
The Smiths|||There Is a Light That Never Goes Out|||NONE,The Smiths,There Is a Light That Never Goes Out,Indie pop,Reino Unido,0.6516748132284478,0.6516748132284478,247,97,397,8,47,249.375,0,,0.36363636363636365,0,21,0,4,1
Billy Idol|||Sweet Sixteen|||NONE,Billy Idol,Sweet Sixteen,Rock,Reino Unido,0.6510584834245908,0.6510584834245908,304,154,454,9,129,364.8888888888889,1,190.0,0.4090909090909091,1,21,0,3,0
Faith No More|||A Small Victory|||NONE,Faith No More,A Small Victory,Metal alternativo,Estados Unidos,0.6504305048793723,0.6504305048793723,271,121,421,2,180,282.0,1,180.0,0.5,1,3,0,0,0
Spy vs Spy|||Clarity Of Mind|||NONE,Spy vs Spy,Clarity Of Mind,Pub rock,Austrália,0.5366483154048307,0.6493444616398452,347,230,463,9,224,375.77777777777777,1,432.0,0.5,2,17,0,5,0
Stevie Ray Vaughan & Double Trouble|||Pride and Joy|||NONE,Stevie Ray Vaughan & Double Trouble,Pride and Joy,Blues rock,Estados Unidos,0.6490885329007355,0.6490885329007355,309,159,459,7,130,269.42857142857144,0,,0.28,0,24,0,3,1
Goo Goo Dolls|||Iris|||NONE,Goo Goo Dolls,Iris,Rock alternativo,Estados Unidos,0.5329210119747314,0.6479197566640155,296,146,446,10,93,283.7,0,,0.5263157894736842,0,18,0,6,1
The Beatles|||Helter Skelter|||NONE,The Beatles,Helter Skelter,Rock,Reino Unido,0.5260283563059254,0.6461381643291118,212,62,362,14,4,265.35714285714283,1,314.0,0.5833333333333334,1,23,0,6,0
The Sisters of Mercy|||Lucretia My Reflection|||NONE,The Sisters of Mercy,Lucretia My Reflection,Rock gótico,Reino Unido,0.6458374876262437,0.6458374876262437,219,69,369,3,99,280.0,0,,0.15789473684210525,0,18,0,4,1
Blue Öyster Cult|||Burnin' for You|||NONE,Blue Öyster Cult,Burnin' for You,Hard rock,Estados Unidos,0.5224190911843628,0.6446197307744441,253,103,403,14,105,320.2857142857143,1,495.0,0.6086956521739131,1,22,0,5,0
The Beatles|||Something|||NONE,The Beatles,Something,Rock,Reino Unido,0.6423252455163555,0.6423252455163555,243,93,393,12,20,190.91666666666666,0,,0.5,0,23,0,4,1
Rush|||Xanadu|||NONE,Rush,Xanadu,Rock progressivo,Canadá,0.6420850332929084,0.6420850332929084,321,171,471,7,160,373.14285714285717,0,,0.2916666666666667,0,23,0,3,2
The Strokes|||Last Nite|||NONE,The Strokes,Last Nite,Indie rock,Estados Unidos,0.5181758977119146,0.6412426734184944,380,286,473,5,350,408.0,1,482.0,0.625,1,7,0,5,0
Rush|||Limelight|||NONE,Rush,Limelight,Rock progressivo,Canadá,0.6410528281659467,0.6410528281659467,177,42,312,12,66,201.25,1,104.0,0.5,1,23,0,4,0
Status Quo|||Down Down|||NONE,Status Quo,Down Down,Rock,Reino Unido,0.6390229184793671,0.6390229184793671,265,133,397,10,183,299.6,0,,0.43478260869565216,0,22,0,3,1
Genesis|||Invisible Touch|||NONE,Genesis,Invisible Touch,Rock progressivo,Reino Unido,0.6384639867794565,0.6384639867794565,215,77,353,7,129,250.85714285714286,1,187.0,0.30434782608695654,1,22,0,3,0
Deep Purple|||Perfect Strangers|||NONE,Deep Purple,Perfect Strangers,Hard rock,Reino Unido,0.7187183898463093,0.6364251342089068,125,1,275,21,13,112.71428571428571,0,,0.84,0,24,0,6,3
The B-52's|||Private Idaho|||NONE,The B-52's,Private Idaho,New wave,Estados Unidos,0.6358056581590021,0.6358056581590021,286,136,436,9,96,359.55555555555554,0,,0.4090909090909091,0,21,0,4,1
The Pretenders|||Middle of the Road|||NONE,The Pretenders,Middle of the Road,Rock,Reino Unido,0.6343637465409457,0.6343637465409457,269,126,412,9,94,283.22222222222223,0,,0.375,0,23,0,4,1
Blind Melon|||No Rain|||NONE,Blind Melon,No Rain,Rock alternativo,Estados Unidos,0.6334607330218556,0.6334607330218556,344,194,494,5,244,355.0,1,494.0,0.35714285714285715,1,13,0,3,0
The Mission|||Severina|||NONE,The Mission,Severina,Rock gótico,Reino Unido,0.6334555844527751,0.6334555844527751,263,113,413,8,110,281.75,0,,0.36363636363636365,0,21,0,3,1
Radiohead|||Fake Plastic Trees|||NONE,Radiohead,Fake Plastic Trees,Rock alternativo,Reino Unido,0.6330493384933118,0.6330493384933118,271,121,421,7,34,289.14285714285717,1,475.0,0.3181818181818182,1,21,0,4,0
Bliss|||I Hear You Call|||NONE,Bliss,I Hear You Call,Pop,Reino Unido,0.6326228350356486,0.6326228350356486,359,209,500,9,132,371.1111111111111,0,,0.4090909090909091,0,21,0,3,1
The Police|||Don't Stand So Close to Me|||NONE,The Police,Don't Stand So Close to Me,New wave,Reino Unido,0.6308448963731662,0.6308448963731662,297,147,447,7,185,303.85714285714283,1,212.0,0.3333333333333333,1,20,0,3,0
The Clash|||Rock the Casbah|||NONE,The Clash,Rock the Casbah,Punk rock,Reino Unido,0.5080629313985455,0.6304044852793154,281,131,431,16,94,313.3125,1,374.0,0.64,1,24,0,6,0
The Rolling Stones|||Emotional Rescue|||NONE,The Rolling Stones,Emotional Rescue,Rock,Reino Unido,0.5172014610828455,0.6291603655996026,231,105,356,9,153,271.77777777777777,1,378.0,0.5294117647058824,1,16,0,5,0
ZZ Top|||La Grange|||NONE,ZZ Top,La Grange,Blues rock,Estados Unidos,0.6287223821654684,0.6287223821654684,264,152,377,7,126,242.14285714285714,0,,0.5,0,13,0,3,2
Genesis|||The Carpet Crawlers|||NONE,Genesis,The Carpet Crawlers,Rock progressivo,Reino Unido,0.6279068721765543,0.6279068721765543,221,71,371,11,124,268.1818181818182,0,,0.4583333333333333,0,23,0,3,2
Bad Religion|||New America|||NONE,Bad Religion,New America,Punk rock,Estados Unidos,0.6277837692560889,0.6277837692560889,242,92,392,2,170,334.5,1,170.0,0.5,1,3,0,0,0
Coldplay|||Yellow|||NONE,Coldplay,Yellow,Rock alternativo,Reino Unido,0.6272031391641212,0.6272031391641212,301,151,451,4,77,260.75,0,,0.25,0,15,0,4,1
Counting Crows|||Mr. Jones|||NONE,Counting Crows,Mr. Jones,Rock alternativo,Estados Unidos,0.5183194461895211,0.6271665298893205,367,235,500,4,305,390.5,1,426.0,0.2222222222222222,2,17,0,5,0
The Alan Parsons Project|||Eye in the Sky|||NONE,The Alan Parsons Project,Eye in the Sky,Rock progressivo,Reino Unido,0.6271141307626392,0.6271141307626392,277,127,427,11,49,320.6363636363636,0,,0.44,0,24,0,4,2
Black Sabbath|||Children of the Grave|||NONE,Black Sabbath,Children of the Grave,Heavy metal,Reino Unido,0.6270143591643547,0.6270143591643547,226,76,376,10,107,226.9,0,,0.4166666666666667,0,23,0,3,2
Midnight Oil|||Truganini|||NONE,Midnight Oil,Truganini,Rock,Austrália,0.6270087749107717,0.6270087749107717,282,132,432,7,101,260.2857142857143,1,293.0,0.35,1,19,0,3,0
Linkin Park|||The Emptiness Machine|||NONE,Linkin Park,The Emptiness Machine,Rock alternativo,Estados Unidos,0.7833305465809106,0.6266644372647285,171,96,246,1,43,43.0,1,43.0,1.0,1,0,1,3,0
Duran Duran|||Ordinary World|||NONE,Duran Duran,Ordinary World,New wave,Reino Unido,0.6255761668540962,0.6255761668540962,264,114,414,8,180,377.625,1,425.0,0.42105263157894735,1,18,0,3,0
The Who|||I Can't Explain|||NONE,The Who,I Can't Explain,Rock,Reino Unido,0.5147081019014349,0.6252584507446127,300,150,450,12,29,263.9166666666667,0,,0.5217391304347826,0,22,0,6,2
Tommy James & the Shondells|||Crimson and Clover|||NONE,Tommy James & the Shondells,Crimson and Clover,Rock psicodélico,Estados Unidos,0.6247691508457731,0.6247691508457731,330,238,422,10,241,382.4,0,,0.4166666666666667,0,23,0,3,2
Pink Floyd|||Take It Back|||NONE,Pink Floyd,Take It Back,Rock progressivo,Reino Unido,0.6228187763442525,0.6228187763442525,284,134,434,10,59,262.9,0,,0.45454545454545453,0,21,0,4,2
The Beatles|||All You Need Is Love|||NONE,The Beatles,All You Need Is Love,Rock,Reino Unido,0.6223195344396605,0.6223195344396605,300,150,450,9,46,180.33333333333334,0,,0.375,0,23,0,4,2
The Church|||Under the Milky Way|||NONE,The Church,Under the Milky Way,Rock alternativo,Austrália,0.6221928391807059,0.6221928391807059,296,146,446,4,134,276.5,0,,0.2,0,19,0,3,1
Temple of the Dog|||Hunger Strike|||NONE,Temple of the Dog,Hunger Strike,Rock alternativo,Estados Unidos,0.6221550055279207,0.6221550055279207,285,136,434,10,141,342.5,0,,0.5,0,19,0,3,1
Ramones|||Surfin' Bird|||NONE,Ramones,Surfin' Bird,Punk rock,Estados Unidos,0.6218353142685245,0.6218353142685245,305,155,455,9,104,308.8888888888889,0,,0.375,0,23,0,3,2
David Bowie|||Rebel Rebel|||NONE,David Bowie,Rebel Rebel,Art rock,Reino Unido,0.5116838677973878,0.621584663750392,242,92,392,12,72,286.4166666666667,1,401.0,0.5217391304347826,1,22,0,6,0
Scorpions|||Rock You Like a Hurricane|||NONE,Scorpions,Rock You Like a Hurricane,Hard rock,Alemanha,0.49102834094288667,0.6211508512927516,203,53,353,19,67,258.89473684210526,1,196.0,0.7916666666666666,1,23,0,6,0
Ramones|||I Believe in Miracles|||NONE,Ramones,I Believe in Miracles,Punk rock,Estados Unidos,0.6207639916491071,0.6207639916491071,293,143,443,8,104,284.75,0,,0.42105263157894735,0,18,0,3,1
The Cure|||The Caterpillar|||NONE,The Cure,The Caterpillar,Pós-punk,Reino Unido,0.6203476284751186,0.6203476284751186,238,103,374,5,84,161.0,0,,0.23809523809523808,0,20,0,4,2
Alice in Chains|||Your Decision|||NONE,Alice in Chains,Your Decision,Grunge,Estados Unidos,0.6198798965357721,0.6198798965357721,321,217,425,2,279,328.0,1,377.0,0.13333333333333333,1,14,0,0,0
Simple Minds|||Alive and Kicking|||NONE,Simple Minds,Alive and Kicking,New wave,Reino Unido,0.6196527060623795,0.6196527060623795,257,107,407,11,65,279.8181818181818,1,250.0,0.4782608695652174,1,22,0,4,0
The The|||This Is the Day|||NONE,The The,This Is the Day,New wave,Reino Unido,0.6196461460642549,0.6196461460642549,320,175,466,7,221,363.7142857142857,0,,0.3333333333333333,0,20,0,3,1
ZZ Top|||Rough Boy|||NONE,ZZ Top,Rough Boy,Blues rock,Estados Unidos,0.6194734083587509,0.6194734083587509,290,140,440,8,119,306.875,1,251.0,0.4,1,19,0,3,0
Alice Cooper|||You and Me|||NONE,Alice Cooper,You and Me,Hard rock,Estados Unidos,0.6184383549519332,0.6184383549519332,272,122,422,6,143,291.1666666666667,0,,0.3,0,19,0,3,2
Bon Jovi|||Born to Be My Baby|||NONE,Bon Jovi,Born to Be My Baby,Rock,Estados Unidos,0.6179955665567193,0.6179955665567193,199,49,349,6,93,269.3333333333333,0,,0.35294117647058826,0,16,0,4,1
Peter Gabriel|||Mercy Street|||NONE,Peter Gabriel,Mercy Street,Rock progressivo,Reino Unido,0.6168897651143967,0.6168897651143967,263,113,413,5,35,255.2,0,,0.23809523809523808,0,20,0,4,2
The Rolling Stones|||Wild Horses|||NONE,The Rolling Stones,Wild Horses,Rock,Reino Unido,0.6161018784276744,0.6161018784276744,234,84,384,8,32,224.125,1,369.0,0.3333333333333333,1,23,0,4,0
The Beatles|||Love Me Do|||NONE,The Beatles,Love Me Do,Rock,Reino Unido,0.6153524413407547,0.6153524413407547,197,65,329,9,9,163.55555555555554,0,,0.375,0,23,0,4,1
Def Leppard|||Let's Get Rocked|||NONE,Def Leppard,Let's Get Rocked,Hard rock,Reino Unido,0.6151385773252165,0.6151385773252165,277,133,421,4,172,308.5,0,,0.23529411764705882,0,16,0,3,2
The Cure|||Pictures of You|||NONE,The Cure,Pictures of You,Pós-punk,Reino Unido,0.6141457536981886,0.6141457536981886,304,154,454,3,165,297.6666666666667,1,165.0,0.375,1,7,0,3,0
David Bowie|||Ashes to Ashes|||NONE,David Bowie,Ashes to Ashes,Art rock,Reino Unido,0.6132936141746912,0.6132936141746912,301,151,451,3,140,278.0,1,464.0,0.375,1,7,0,3,0
Van Halen|||Don't Tell Me (What Love Can Do)|||NONE,Van Halen,Don't Tell Me (What Love Can Do),Hard rock,Estados Unidos,0.6129724855599911,0.6129724855599911,280,130,430,4,109,284.0,1,109.0,0.4444444444444444,1,8,0,3,0
Iron Maiden|||Aces High|||NONE,Iron Maiden,Aces High,Heavy metal,Reino Unido,0.6123169318063896,0.6123169318063896,276,126,426,7,73,185.0,0,,0.2916666666666667,0,23,0,4,1
Aerosmith|||Hole in My Soul|||NONE,Aerosmith,Hole in My Soul,Hard rock,Estados Unidos,0.6122545499415656,0.6122545499415656,298,148,448,11,99,311.72727272727275,0,,0.5,0,21,0,4,2
Ozzy Osbourne|||I Just Want You|||NONE,Ozzy Osbourne,I Just Want You,Heavy metal,Reino Unido,0.6114841607524981,0.6114841607524981,268,118,418,7,37,245.42857142857142,0,,0.4117647058823529,0,16,0,4,2
Blink-182|||Darkside|||NONE,Blink-182,Darkside,Pop punk,Estados Unidos,0.4832088260426989,0.6112591649440141,331,205,457,3,324,417.0,1,324.0,0.75,1,3,0,5,0
Yes|||Wonderous Stories|||NONE,Yes,Wonderous Stories,Rock progressivo,Reino Unido,0.6106580541087028,0.6106580541087028,278,128,428,7,93,272.57142857142856,1,355.0,0.3888888888888889,1,17,0,4,0
Supertramp|||Give a Little Bit|||NONE,Supertramp,Give a Little Bit,Rock progressivo,Reino Unido,0.6105840453164452,0.6105840453164452,298,152,444,6,206,326.3333333333333,0,,0.35294117647058826,0,16,0,3,1
Radiohead|||High and Dry|||NONE,Radiohead,High and Dry,Rock alternativo,Reino Unido,0.6105416870393018,0.6105416870393018,321,276,366,3,429,438.6666666666667,1,456.0,0.13636363636363635,1,21,0,3,0
Oasis|||Supersonic|||NONE,Oasis,Supersonic,Rock alternativo,Reino Unido,0.61043297269005,0.61043297269005,289,139,439,3,84,279.6666666666667,0,,0.17647058823529413,0,16,0,4,2
Madness|||Our House|||NONE,Madness,Our House,Ska,Reino Unido,0.6101915875216029,0.6101915875216029,239,166,312,2,164,198.5,1,233.0,0.4,1,4,0,0,0
Van Halen|||Why Can't This Be Love|||NONE,Van Halen,Why Can't This Be Love,Hard rock,Estados Unidos,0.6098799387829488,0.6098799387829488,277,127,427,11,50,275.54545454545456,0,,0.4583333333333333,0,23,0,4,2
The Rolling Stones|||She's So Cold|||NONE,The Rolling Stones,She's So Cold,Rock,Reino Unido,0.6072695501746882,0.6072695501746882,234,129,339,3,108,186.33333333333334,0,,0.17647058823529413,0,16,0,3,2
The Police|||Synchronicity I|||NONE,The Police,Synchronicity I,New wave,Reino Unido,0.6067693459723918,0.6067693459723918,150,105,195,2,66,76.5,0,,0.1,0,19,0,1,1
Van Halen|||When It's Love|||NONE,Van Halen,When It's Love,Hard rock,Estados Unidos,0.6065978430517791,0.6065978430517791,247,97,397,11,70,315.72727272727275,0,,0.4583333333333333,0,23,0,4,2
Bon Jovi|||In These Arms|||NONE,Bon Jovi,In These Arms,Rock,Estados Unidos,0.6061568552815719,0.6061568552815719,255,140,369,7,266,349.7142857142857,0,,0.4117647058823529,0,16,0,3,2
The Smiths|||How Soon Is Now?|||NONE,The Smiths,How Soon Is Now?,Indie pop,Reino Unido,0.6056853211688439,0.6056853211688439,270,126,414,9,151,325.6666666666667,0,,0.391304347826087,0,22,0,3,1
Red Hot Chili Peppers|||Aeroplane|||NONE,Red Hot Chili Peppers,Aeroplane,Rock,Estados Unidos,0.48942585072577466,0.6056644902731462,348,208,488,5,278,381.8,0,,0.625,0,7,0,5,2
Rory Gallagher|||Shadow Play|||NONE,Rory Gallagher,Shadow Play,Blues rock,Irlanda,0.6055553107529251,0.6055553107529251,282,160,405,8,232,349.125,0,,0.4,0,19,0,3,1
Living Colour|||Type|||NONE,Living Colour,Type,Funk metal,Estados Unidos,0.6050839966723954,0.6050839966723954,292,142,442,4,83,281.75,0,,0.2,0,19,0,4,1
Smash Mouth|||All Star|||NONE,Smash Mouth,All Star,Ska punk,Estados Unidos,0.5499804294416044,0.6049784723857649,342,192,492,2,270,373.0,1,476.0,1.0,2,1,0,4,0
Oasis|||Live Forever|||NONE,Oasis,Live Forever,Rock alternativo,Reino Unido,0.6039835160592942,0.6039835160592942,290,244,336,6,291,343.0,1,346.0,0.3157894736842105,1,18,0,3,0
Midnight Oil|||Back on the Borderline|||NONE,Midnight Oil,Back on the Borderline,Rock,Austrália,0.6037227115335788,0.6037227115335788,317,167,467,2,156,317.5,0,,0.5,0,3,0,0,2
The Police|||Spirits in the Material World|||NONE,The Police,Spirits in the Material World,New wave,Reino Unido,0.6027709560338941,0.6027709560338941,277,127,427,6,57,237.66666666666666,0,,0.2857142857142857,0,20,0,4,2
"Peter Frampton|||Baby, I Love Your Way|||NONE",Peter Frampton,"Baby, I Love Your Way",Rock,Reino Unido,0.6014866450098542,0.6014866450098542,251,101,401,8,119,329.625,0,,0.34782608695652173,0,22,0,3,2
The Clash|||Lost in the Supermarket|||NONE,The Clash,Lost in the Supermarket,Punk rock,Reino Unido,0.6006761854993455,0.6006761854993455,302,152,452,7,151,323.42857142857144,0,,0.3333333333333333,0,20,0,3,2
Dexys Midnight Runners|||Come On Eileen|||NONE,Dexys Midnight Runners,Come On Eileen,New wave,Reino Unido,0.6006578999957423,0.6006578999957423,229,79,379,9,194,328.1111111111111,0,,0.36,0,24,0,3,1
Oasis|||Don't Look Back in Anger|||NONE,Oasis,Don't Look Back in Anger,Rock alternativo,Reino Unido,0.6000634581721892,0.6000634581721892,272,122,422,10,143,302.1,1,305.0,0.45454545454545453,1,21,0,3,0
Eurythmics|||Sweet Dreams (Are Made of This)|||NONE,Eurythmics,Sweet Dreams (Are Made of This),Synth-pop,Reino Unido,0.5993594890377608,0.5993594890377608,299,161,437,11,195,352.6363636363636,0,,0.5,0,21,0,3,1
Queen|||Crazy Little Thing Called Love|||NONE,Queen,Crazy Little Thing Called Love,Rock,Reino Unido,0.48294347330823956,0.5992362616808637,238,88,388,16,94,253.8125,1,184.0,0.64,1,24,0,6,0
Volbeat|||Wait a Minute My Girl|||NONE,Volbeat,Wait a Minute My Girl,Heavy metal,Dinamarca,0.7488728589194557,0.5990982871355646,304,229,379,1,144,144.0,1,144.0,1.0,1,0,1,2,0
Creedence Clearwater Revival|||Fortunate Son|||NONE,Creedence Clearwater Revival,Fortunate Son,Swamp rock,Estados Unidos,0.5976089862545318,0.5976089862545318,204,54,354,8,11,185.25,1,124.0,0.3333333333333333,1,23,0,4,0
The Cure|||Lullaby|||NONE,The Cure,Lullaby,Pós-punk,Reino Unido,0.5957826671548715,0.5957826671548715,296,152,441,10,180,310.8,1,400.0,0.45454545454545453,1,21,0,3,0
Aerosmith|||Love in an Elevator|||NONE,Aerosmith,Love in an Elevator,Hard rock,Estados Unidos,0.5956465748761562,0.5956465748761562,228,78,378,11,74,294.72727272727275,0,,0.4782608695652174,0,22,0,4,2
Saxon|||Ride Like the Wind|||NONE,Saxon,Ride Like the Wind,Heavy metal,Reino Unido,0.5954296961477032,0.5954296961477032,286,136,436,3,146,328.0,0,,0.17647058823529413,0,16,0,3,1
Yes|||Leave It|||NONE,Yes,Leave It,Rock progressivo,Reino Unido,0.5946920674364073,0.5946920674364073,265,121,410,12,73,305.5833333333333,0,,0.48,0,24,0,4,2
The Monkees|||I'm a Believer|||NONE,The Monkees,I'm a Believer,Pop rock,Estados Unidos,0.5945110510012941,0.5945110510012941,303,153,453,12,111,300.6666666666667,0,,0.48,0,24,0,3,1
Mick Jagger|||Just Another Night|||NONE,Mick Jagger,Just Another Night,Rock,Reino Unido,0.5941494465209091,0.5941494465209091,311,161,461,5,96,248.0,1,407.0,0.21739130434782608,1,22,0,4,0
Wings|||Live and Let Die|||NONE,Wings,Live and Let Die,Pop rock,Reino Unido,0.5940908396011441,0.5940908396011441,284,141,427,8,224,348.625,0,,0.32,0,24,0,3,2
The Jesus and Mary Chain|||Head On|||NONE,The Jesus and Mary Chain,Head On,Rock alternativo,Reino Unido,0.5940831174236636,0.5940831174236636,363,300,425,2,418,447.5,1,477.0,0.13333333333333333,1,14,0,0,0
Lenny Kravitz|||American Woman|||NONE,Lenny Kravitz,American Woman,Rock,Estados Unidos,0.5935859460826475,0.5935859460826475,247,127,368,7,196,349.42857142857144,1,315.0,0.3684210526315789,1,18,0,3,0
Volbeat|||Leviathan|||NONE,Volbeat,Leviathan,Heavy metal,Dinamarca,0.7416397812174974,0.5933118249739979,346,271,421,1,174,174.0,1,174.0,1.0,1,0,1,2,0
Aerosmith|||Falling in Love (Is Hard on the Knees)|||NONE,Aerosmith,Falling in Love (Is Hard on the Knees),Hard rock,Estados Unidos,0.5926533619836162,0.5926533619836162,325,175,475,6,147,319.5,0,,0.5,0,11,0,3,2
Foghat|||Slow Ride|||NONE,Foghat,Slow Ride,Hard rock,Reino Unido,0.5921452020968552,0.5921452020968552,273,123,423,11,101,340.27272727272725,0,,0.4583333333333333,0,23,0,3,1
Deep Purple|||Black Night|||NONE,Deep Purple,Black Night,Hard rock,Reino Unido,0.6735268039494244,0.5920861879052065,256,106,406,17,49,198.05882352941177,0,,0.7083333333333334,0,23,0,6,3
Supertramp|||Breakfast in America|||NONE,Supertramp,Breakfast in America,Rock progressivo,Reino Unido,0.592077052793944,0.592077052793944,299,149,449,7,183,322.85714285714283,1,424.0,0.28,1,24,0,3,0
Ramones|||Rock ’n’ Roll High School|||NONE,Ramones,Rock ’n’ Roll High School,Punk rock,Estados Unidos,0.5918378386370582,0.5918378386370582,322,187,456,9,166,319.3333333333333,0,,0.375,0,23,0,3,1
The Kinks|||All Day and All of the Night|||NONE,The Kinks,All Day and All of the Night,Rock,Reino Unido,0.5911675219471736,0.5911675219471736,305,155,455,8,165,317.0,1,492.0,0.47058823529411764,1,16,0,3,0
The Police|||Message in a Bottle|||NONE,The Police,Message in a Bottle,New wave,Reino Unido,0.5906574301414829,0.5906574301414829,221,84,359,10,70,193.9,1,70.0,0.4,1,24,0,4,0
The Black Keys|||Lonely Boy|||NONE,The Black Keys,Lonely Boy,Blues rock,Estados Unidos,0.5905130964349339,0.5905130964349339,261,111,411,4,126,307.5,0,,0.5,0,7,0,3,1
"The Doors|||Hello, I Love You|||NONE",The Doors,"Hello, I Love You",Rock psicodélico,Estados Unidos,0.5899378528616146,0.5899378528616146,260,110,410,8,88,278.25,0,,0.32,0,24,0,4,1
Pink Floyd|||Learning to Fly|||NONE,Pink Floyd,Learning to Fly,Rock progressivo,Reino Unido,0.5895765228500301,0.5895765228500301,191,41,341,12,122,246.0,0,,0.5,0,23,0,3,1
UFO|||Doctor Doctor|||NONE,UFO,Doctor Doctor,Hard rock,Reino Unido,0.5894791582165029,0.5894791582165029,282,132,432,6,79,260.5,0,,0.35294117647058826,0,16,0,4,1
INXS|||Suicide Blonde|||NONE,INXS,Suicide Blonde,Rock,Austrália,0.5879275399472322,0.5879275399472322,311,161,461,6,58,256.1666666666667,0,,0.2857142857142857,0,20,0,4,1
The Cure|||Just Like Heaven|||NONE,The Cure,Just Like Heaven,Pós-punk,Reino Unido,0.5871642862069111,0.5871642862069111,284,134,434,7,62,273.42857142857144,1,379.0,0.3333333333333333,1,20,0,4,0
Queens of the Stone Age|||No One Knows|||NONE,Queens of the Stone Age,No One Knows,Stoner rock,Estados Unidos,0.5862905834211143,0.5862905834211143,293,159,427,5,231,379.0,0,,0.35714285714285715,0,13,0,3,1
The Rolling Stones|||Like a Rolling Stone|||NONE,The Rolling Stones,Like a Rolling Stone,Rock,Reino Unido,0.5856529629880844,0.5856529629880844,137,1,287,10,20,127.0,0,,0.5,0,19,0,4,2
The Jimi Hendrix Experience|||Hey Joe|||NONE,The Jimi Hendrix Experience,Hey Joe,Rock psicodélico,Estados Unidos,0.5849545995914456,0.5849545995914456,238,88,388,9,28,159.88888888888889,1,248.0,0.36,1,24,0,4,0
The Killers|||Runaways|||NONE,The Killers,Runaways,Rock alternativo,Estados Unidos,0.584779854921487,0.584779854921487,284,134,434,5,126,408.6,1,126.0,0.45454545454545453,1,10,0,3,0
Accept|||Balls to the Wall|||NONE,Accept,Balls to the Wall,Heavy metal,Alemanha,0.5847053185004715,0.5847053185004715,281,209,353,2,139,173.0,0,,0.3333333333333333,0,5,0,0,1
Franz Ferdinand|||Walk Away|||NONE,Franz Ferdinand,Walk Away,Indie rock,Reino Unido,0.5846534659861322,0.5846534659861322,278,128,428,4,99,368.0,0,,0.3333333333333333,0,11,0,4,2
U2|||I Will Follow|||NONE,U2,I Will Follow,Rock,Irlanda,0.5841906118767589,0.5841906118767589,295,145,445,10,65,302.9,0,,0.4,0,24,0,4,1
The Waterboys|||The Whole of the Moon|||NONE,The Waterboys,The Whole of the Moon,Folk rock,Reino Unido,0.5840066808887193,0.5840066808887193,214,64,364,4,135,236.5,0,,0.2,0,19,0,3,1
John Lennon|||Stand by Me|||NONE,John Lennon,Stand by Me,Rock,Reino Unido,0.5833004352052168,0.5833004352052168,292,156,428,4,214,261.0,0,,0.16666666666666666,0,23,0,3,1
Bruce Springsteen|||Born to Run|||NONE,Bruce Springsteen,Born to Run,Rock,Estados Unidos,0.5831616883796924,0.5831616883796924,331,260,402,4,351,409.75,0,,0.16,0,24,0,3,1
Van Halen|||Feel Your Love Tonight|||NONE,Van Halen,Feel Your Love Tonight,Hard rock,Estados Unidos,0.582077187083732,0.582077187083732,256,106,406,6,20,224.5,1,143.0,0.35294117647058826,1,16,0,4,0
The Smashing Pumpkins|||1979|||NONE,The Smashing Pumpkins,1979,Rock alternativo,Estados Unidos,0.58117763603139,0.58117763603139,349,285,412,3,356,392.3333333333333,1,356.0,0.14285714285714285,1,20,0,3,0
David Coverdale|||The Last Note of Freedom|||NONE,David Coverdale,The Last Note of Freedom,Rock,Reino Unido,0.5804539528201138,0.5804539528201138,255,105,405,10,102,324.1,0,,0.45454545454545453,0,21,0,3,2
Ten Years After|||I'd Love to Change the World|||NONE,Ten Years After,I'd Love to Change the World,Blues rock,Reino Unido,0.5803183997025423,0.5803183997025423,345,199,491,7,239,378.42857142857144,0,,0.30434782608695654,0,22,0,3,1
Volbeat|||Heaven Nor Hell|||NONE,Volbeat,Heaven Nor Hell,Heavy metal,Dinamarca,0.5798324518668825,0.5798324518668825,314,180,449,2,343,406.5,1,343.0,0.6666666666666666,1,2,0,2,0
Santana|||Winning|||NONE,Santana,Winning,Rock latino,Estados Unidos,0.5796346684476689,0.5796346684476689,259,109,409,9,29,273.3333333333333,0,,0.375,0,23,0,4,1
